skill_quantity_mean,skill_quantity_mean_error,skill_quantity_min_diff,skill_quantity_max_diff,hours_mean,hours_mean_error,hours_min_diff,hours_max_diff,choices_mean,choices_mean_error,choices_min_diff,choices_max_diff,hamming_mean,hamming_mean_error,hamming_min_diff,hamming_max_diff,weekdays_mean,weekdays_mean_error,weekdays_min_diff,weekdays_max_diff,shared_skill_amount,skill_diversity,control,size,Rank
2.75,1.25,0,3,65.0,0.0,0,0,4.0,0.0,0,0,1.3333333333333333,0.888888888888889,0,2,0.3571428571428571,0.4081632653061224,0.0,1.0,0,0.7272727272727273,False,4,51
2.75,1.25,0,3,65.0,0.0,0,0,3.75,0.375,0,1,1.6666666666666667,0.5555555555555554,0,2,0.3571428571428571,0.3673469387755102,0.0,1.0,0,0.8181818181818182,False,4,52
2.75,1.25,0,3,65.0,0.0,0,0,3.75,0.375,0,1,1.6666666666666667,0.5555555555555554,0,2,0.3571428571428571,0.3673469387755102,0.0,1.0,0,0.8181818181818182,False,4,53
2.75,1.25,0,3,65.0,0.0,0,0,3.75,0.375,0,1,1.6666666666666667,0.5555555555555554,0,2,0.3571428571428571,0.3673469387755102,0.0,1.0,0,0.8181818181818182,False,4,54
2.0,1.0,0,3,65.0,0.0,0,0,3.5,0.75,0,2,1.6666666666666667,0.5555555555555554,0,2,0.3571428571428571,0.3673469387755102,0.0,1.0,0,0.75,False,4,55
2.0,1.0,0,3,65.0,0.0,0,0,3.5,0.75,0,2,1.6666666666666667,0.5555555555555554,0,2,0.3571428571428571,0.3673469387755102,0.0,1.0,0,0.75,False,4,56
2.25,1.25,0,3,63.25,2.625,0,7,3.5,0.5,0,1,6.833333333333333,4.166666666666667,0,11,0.3928571428571428,0.3061224489795918,0.0,1.0,0,0.6666666666666666,False,4,57
2.25,1.25,0,3,63.25,2.625,0,7,3.5,0.5,0,1,6.833333333333333,4.166666666666667,0,11,0.3928571428571428,0.3061224489795918,0.0,1.0,0,0.6666666666666666,False,4,58
2.5,1.5,0,3,63.25,2.625,0,7,3.5,0.5,0,1,7.166666666666667,5.166666666666667,0,11,0.3571428571428571,0.2959183673469388,0.0,1.0,0,0.8,False,4,59
2.5,1.5,0,3,63.25,2.625,0,7,3.5,0.5,0,1,7.166666666666667,5.166666666666667,0,11,0.3571428571428571,0.2959183673469388,0.0,1.0,0,0.8,False,4,60
3.0,1.0,0,3,65.0,0.0,0,0,3.75,0.375,0,1,1.6666666666666667,0.5555555555555554,0,2,0.3571428571428571,0.3673469387755102,0.0,1.0,0,0.8333333333333334,False,4,61
3.0,1.0,0,3,65.0,0.0,0,0,3.75,0.375,0,1,1.6666666666666667,0.5555555555555554,0,2,0.3571428571428571,0.3673469387755102,0.0,1.0,0,0.8333333333333334,False,4,62
3.25,1.25,1,4,65.0,0.0,0,0,4.0,0.0,0,0,1.0,1.0,0,2,0.3214285714285714,0.3877551020408163,0.0,1.0,0,0.6153846153846154,False,4,63
2.5,1.0,1,3,65.0,0.0,0,0,4.0,0.0,0,0,1.0,1.0,0,2,0.3214285714285714,0.3877551020408163,0.0,1.0,0,0.8,False,4,64
3.25,1.25,1,4,65.0,0.0,0,0,4.0,0.0,0,0,1.0,1.0,0,2,0.3214285714285714,0.3877551020408163,0.0,1.0,0,0.6153846153846154,False,4,65
2.5,1.0,1,3,65.0,0.0,0,0,4.0,0.0,0,0,1.0,1.0,0,2,0.3214285714285714,0.3877551020408163,0.0,1.0,0,0.8,False,4,66
3.0,1.0,0,3,63.25,2.625,0,7,3.75,0.375,0,1,6.833333333333333,4.166666666666666,0,11,0.3928571428571428,0.3061224489795918,0.0,1.0,0,0.8333333333333334,False,4,67
3.0,1.0,0,3,63.25,2.625,0,7,3.75,0.375,0,1,6.833333333333333,4.166666666666666,0,11,0.3928571428571428,0.3061224489795918,0.0,1.0,0,0.8333333333333334,False,4,68
2.5,1.25,0,4,63.25,2.625,0,7,3.75,0.375,0,1,5.5,5.5,0,11,0.3928571428571428,0.3469387755102041,0.0,1.0,0,0.8,False,4,69
2.5,1.25,0,4,63.25,2.625,0,7,3.75,0.375,0,1,5.5,5.5,0,11,0.3928571428571428,0.3469387755102041,0.0,1.0,0,0.8,False,4,70
2.75,1.25,0,3,65.0,0.0,0,0,3.75,0.375,0,1,2.0,0.6666666666666666,0,4,0.3571428571428571,0.3673469387755102,0.0,1.0,0,0.8181818181818182,False,4,71
2.75,1.25,0,3,65.0,0.0,0,0,3.75,0.375,0,1,2.0,0.6666666666666666,0,4,0.3571428571428571,0.3673469387755102,0.0,1.0,0,0.8181818181818182,False,4,72
3.0,1.0,0,2,63.25,2.625,0,7,3.75,0.375,0,1,7.5,4.166666666666667,0,11,0.3928571428571428,0.3061224489795918,0.0,1.0,0,0.5,False,4,73
3.0,1.0,0,2,63.25,2.625,0,7,3.75,0.375,0,1,7.5,4.166666666666667,0,11,0.3928571428571428,0.3061224489795918,0.0,1.0,0,0.5,False,4,74
3.25,0.75,0,2,65.0,0.0,0,0,3.75,0.375,0,1,2.0,0.6666666666666666,0,4,0.3571428571428571,0.3673469387755102,0.0,1.0,0,0.6923076923076923,False,4,75
3.25,0.75,0,2,65.0,0.0,0,0,3.75,0.375,0,1,2.0,0.6666666666666666,0,4,0.3571428571428571,0.3673469387755102,0.0,1.0,0,0.6923076923076923,False,4,76
3.0,1.0,0,2,63.25,2.625,0,7,3.5,0.5,0,1,6.833333333333333,4.166666666666666,0,11,0.3928571428571428,0.3061224489795918,0.0,1.0,0,0.6666666666666666,False,4,77
3.0,1.0,0,2,63.25,2.625,0,7,3.5,0.5,0,1,6.833333333333333,4.166666666666666,0,11,0.3928571428571428,0.3061224489795918,0.0,1.0,0,0.6666666666666666,False,4,78
3.0,1.0,0,3,59.75,2.625,0,7,3.75,0.375,0,1,8.833333333333334,2.833333333333333,0,9,0.6071428571428571,0.2346938775510204,0.0,1.0,0,0.8333333333333334,False,4,79
3.0,1.0,0,3,59.75,2.625,0,7,3.75,0.375,0,1,8.833333333333334,2.833333333333333,0,9,0.6071428571428571,0.2346938775510204,0.0,1.0,0,0.8333333333333334,False,4,80
3.75,1.25,0,3,61.5,3.5,0,7,4.0,0.0,0,0,8.666666666666666,4.444444444444444,0,13,0.5,0.2142857142857142,0.0,1.0,0,0.7333333333333333,False,4,81
3.75,1.25,0,3,61.5,3.5,0,7,4.0,0.0,0,0,8.666666666666666,4.444444444444444,0,13,0.5,0.2142857142857142,0.0,1.0,0,0.7333333333333333,False,4,82
2.6,1.12,0,3,65.0,0.0,0,0,4.0,0.0,0,0,2.4,1.2799999999999998,0,4,0.3999999999999999,0.3428571428571428,0.0,1.0,0,0.7692307692307693,False,5,83
2.6,1.12,0,3,65.0,0.0,0,0,4.0,0.0,0,0,2.4,1.2799999999999998,0,4,0.3999999999999999,0.3428571428571428,0.0,1.0,0,0.7692307692307693,False,5,84
3.0,1.6,0,4,65.0,0.0,0,0,3.6,0.6399999999999999,0,2,2.4,0.96,0,4,0.3714285714285714,0.3673469387755102,0.0,1.0,0,0.7333333333333333,False,5,85
3.0,1.6,0,4,65.0,0.0,0,0,3.6,0.6399999999999999,0,2,2.4,0.96,0,4,0.3714285714285714,0.3673469387755102,0.0,1.0,0,0.7333333333333333,False,5,86
2.6,0.72,0,2,63.6,2.2399999999999998,0,7,3.8,0.3200000000000001,0,1,7.4,3.679999999999999,0,13,0.3428571428571429,0.2775510204081633,0.0,1.0,0,0.6923076923076923,False,5,87
2.6,0.72,0,2,63.6,2.2399999999999998,0,7,3.8,0.3200000000000001,0,1,7.4,3.679999999999999,0,13,0.3428571428571429,0.2775510204081633,0.0,1.0,0,0.6923076923076923,False,5,88
2.4,1.28,0,3,63.6,2.2399999999999998,0,7,3.6,0.48,0,1,5.8,4.96,0,13,0.3428571428571428,0.3183673469387755,0.0,1.0,0,0.75,False,5,89
2.4,1.28,0,3,63.6,2.2399999999999998,0,7,3.6,0.48,0,1,5.8,4.96,0,13,0.3428571428571428,0.3183673469387755,0.0,1.0,0,0.75,False,5,90
2.4,0.8800000000000001,0,3,63.6,2.2399999999999998,0,7,3.8,0.3200000000000001,0,1,5.2,5.040000000000001,0,13,0.3428571428571428,0.3183673469387755,0.0,1.0,0,0.6666666666666666,False,5,91
2.4,0.8800000000000001,0,3,63.6,2.2399999999999998,0,7,3.8,0.3200000000000001,0,1,5.2,5.040000000000001,0,13,0.3428571428571428,0.3183673469387755,0.0,1.0,0,0.6666666666666666,False,5,92
3.4,1.12,0,4,65.0,0.0,0,0,3.8,0.3200000000000001,0,1,2.2,0.7200000000000001,0,4,0.3428571428571428,0.3755102040816326,0.0,1.0,0,0.6470588235294118,False,5,93
3.4,1.12,0,4,65.0,0.0,0,0,3.8,0.3200000000000001,0,1,2.2,0.7200000000000001,0,4,0.3428571428571428,0.3755102040816326,0.0,1.0,0,0.6470588235294118,False,5,94
2.4,0.8800000000000001,0,3,63.6,2.2399999999999998,0,7,3.8,0.3200000000000001,0,1,5.2,5.040000000000001,0,13,0.3428571428571428,0.3183673469387755,0.0,1.0,0,0.6666666666666666,False,5,95
2.4,0.8800000000000001,0,3,63.6,2.2399999999999998,0,7,3.8,0.3200000000000001,0,1,5.2,5.040000000000001,0,13,0.3428571428571428,0.3183673469387755,0.0,1.0,0,0.6666666666666666,False,5,96
3.2,1.36,0,4,65.0,0.0,0,0,3.6,0.48,0,1,2.0,0.8,0,4,0.3428571428571428,0.3918367346938775,0.0,1.0,0,0.5625,False,5,97
3.2,1.36,0,4,65.0,0.0,0,0,3.6,0.48,0,1,2.0,0.8,0,4,0.3428571428571428,0.3918367346938775,0.0,1.0,0,0.5625,False,5,98
2.8,1.04,0,3,63.6,2.2399999999999998,0,7,3.8,0.3200000000000001,0,1,5.6,4.320000000000001,0,13,0.3714285714285714,0.3102040816326531,0.0,1.0,0,0.7857142857142857,False,5,99
2.8,1.04,0,3,63.6,2.2399999999999998,0,7,3.8,0.3200000000000001,0,1,5.6,4.320000000000001,0,13,0.3714285714285714,0.3102040816326531,0.0,1.0,0,0.7857142857142857,False,5,100
3.2,0.96,0,2,63.6,2.2399999999999998,0,7,3.6,0.48,0,1,6.4,4.479999999999999,0,11,0.3999999999999999,0.2857142857142857,0.0,1.0,0,0.5625,False,5,101
3.2,0.96,0,2,63.6,2.2399999999999998,0,7,3.6,0.48,0,1,6.4,4.479999999999999,0,11,0.3999999999999999,0.2857142857142857,0.0,1.0,0,0.5625,False,5,102
3.0,0.8,0,2,62.2,3.3599999999999994,0,7,3.6,0.48,0,1,8.2,3.3600000000000003,0,11,0.4571428571428571,0.2938775510204082,0.0,1.0,0,0.7333333333333333,False,5,103
3.0,0.8,0,2,62.2,3.3599999999999994,0,7,3.6,0.48,0,1,8.2,3.3600000000000003,0,11,0.4571428571428571,0.2938775510204082,0.0,1.0,0,0.7333333333333333,False,5,104
2.0,0.6666666666666666,0,3,65.0,0.0,0,0,3.8333333333333335,0.2777777777777777,0,1,2.6666666666666665,1.0666666666666669,0,4,0.3571428571428571,0.3673469387755102,0.0,1.0,0,0.6666666666666666,False,6,105
2.0,0.6666666666666666,0,3,65.0,0.0,0,0,3.8333333333333335,0.2777777777777777,0,1,2.6666666666666665,1.0666666666666669,0,4,0.3571428571428571,0.3673469387755102,0.0,1.0,0,0.6666666666666666,False,6,106
2.5,1.0,0,3,65.0,0.0,0,0,3.8333333333333335,0.2777777777777777,0,1,2.8,1.2799999999999998,0,4,0.3809523809523809,0.3537414965986394,0.0,1.0,0,0.6666666666666666,False,6,107
2.5,1.0,0,3,65.0,0.0,0,0,3.8333333333333335,0.2777777777777777,0,1,2.8,1.2799999999999998,0,4,0.3809523809523809,0.3537414965986394,0.0,1.0,0,0.6666666666666666,False,6,108
3.333333333333333,1.6666666666666667,0,4,63.833333333333336,1.9444444444444429,0,7,3.6666666666666665,0.5555555555555557,0,2,5.0,4.533333333333333,0,13,0.4285714285714285,0.2993197278911564,0.0,1.0,0,0.7,False,6,109
3.333333333333333,1.6666666666666667,0,4,63.833333333333336,1.9444444444444429,0,7,3.6666666666666665,0.5555555555555557,0,2,5.0,4.533333333333333,0,13,0.4285714285714285,0.2993197278911564,0.0,1.0,0,0.7,False,6,110
3.1666666666666665,1.5,0,4,65.0,0.0,0,0,3.6666666666666665,0.5555555555555557,0,2,2.1333333333333333,0.7466666666666666,0,4,0.3571428571428571,0.3673469387755102,0.0,1.0,0,0.8421052631578947,False,6,111
3.1666666666666665,1.5,0,4,65.0,0.0,0,0,3.6666666666666665,0.5555555555555557,0,2,2.1333333333333333,0.7466666666666666,0,4,0.3571428571428571,0.3673469387755102,0.0,1.0,0,0.8421052631578947,False,6,112
3.333333333333333,1.6666666666666667,0,4,63.833333333333336,1.9444444444444429,0,7,3.6666666666666665,0.5555555555555557,0,2,5.533333333333333,4.177777777777778,0,13,0.4285714285714285,0.2993197278911564,0.0,1.0,0,0.65,False,6,113
3.333333333333333,1.6666666666666667,0,4,63.833333333333336,1.9444444444444429,0,7,3.6666666666666665,0.5555555555555557,0,2,5.533333333333333,4.177777777777778,0,13,0.4285714285714285,0.2993197278911564,0.0,1.0,0,0.65,False,6,114
2.333333333333333,0.777777777777778,0,3,62.66666666666666,3.111111111111112,0,7,3.6666666666666665,0.4444444444444445,0,1,8.533333333333333,3.6977777777777776,0,13,0.3809523809523809,0.2448979591836735,0.0,1.0,0,0.7142857142857143,False,6,115
2.333333333333333,0.777777777777778,0,3,62.66666666666666,3.111111111111112,0,7,3.6666666666666665,0.4444444444444445,0,1,8.533333333333333,3.6977777777777776,0,13,0.3809523809523809,0.2448979591836735,0.0,1.0,0,0.7142857142857143,False,6,116
2.6666666666666665,1.222222222222222,0,4,63.833333333333336,1.9444444444444429,0,7,3.8333333333333335,0.2777777777777777,0,1,4.733333333333333,4.177777777777778,0,13,0.3571428571428571,0.3197278911564626,0.0,1.0,0,0.8125,False,6,117
2.6666666666666665,1.222222222222222,0,4,63.833333333333336,1.9444444444444429,0,7,3.8333333333333335,0.2777777777777777,0,1,4.733333333333333,4.177777777777778,0,13,0.3571428571428571,0.3197278911564626,0.0,1.0,0,0.8125,False,6,118
2.333333333333333,1.111111111111111,0,3,62.66666666666666,3.111111111111112,0,7,3.5,0.5,0,1,7.333333333333333,4.977777777777778,0,13,0.3809523809523809,0.2585034013605442,0.0,1.0,0,0.6428571428571429,False,6,119
2.333333333333333,1.111111111111111,0,3,62.66666666666666,3.111111111111112,0,7,3.5,0.5,0,1,7.333333333333333,4.977777777777778,0,13,0.3809523809523809,0.2585034013605442,0.0,1.0,0,0.6428571428571429,False,6,120
2.833333333333333,0.8888888888888887,0,3,63.833333333333336,1.9444444444444429,0,7,3.8333333333333335,0.2777777777777777,0,1,4.866666666666666,4.622222222222222,0,13,0.3333333333333333,0.3333333333333333,0.0,1.0,0,0.7058823529411765,False,6,121
2.833333333333333,0.8888888888888887,0,3,63.833333333333336,1.9444444444444429,0,7,3.8333333333333335,0.2777777777777777,0,1,4.866666666666666,4.622222222222222,0,13,0.3333333333333333,0.3333333333333333,0.0,1.0,0,0.7058823529411765,False,6,122
2.833333333333333,1.1666666666666667,0,3,63.833333333333336,1.9444444444444429,0,7,3.5,0.5,0,1,5.266666666666667,4.088888888888889,0,13,0.3571428571428571,0.3197278911564626,0.0,1.0,0,0.6470588235294118,False,6,123
2.833333333333333,1.1666666666666667,0,3,63.833333333333336,1.9444444444444429,0,7,3.5,0.5,0,1,5.266666666666667,4.088888888888889,0,13,0.3571428571428571,0.3197278911564626,0.0,1.0,0,0.6470588235294118,False,6,124
2.7142857142857144,1.3061224489795915,0,4,64.0,1.7142857142857142,0,7,3.857142857142857,0.2448979591836734,0,1,4.380952380952381,3.591836734693877,0,13,0.3673469387755101,0.3206997084548105,0.0,1.0,0,0.7368421052631579,False,7,125
2.7142857142857144,1.3061224489795915,0,4,64.0,1.7142857142857142,0,7,3.857142857142857,0.2448979591836734,0,1,4.380952380952381,3.591836734693877,0,13,0.3673469387755101,0.3206997084548105,0.0,1.0,0,0.7368421052631579,False,7,126
3.0,1.4285714285714286,0,4,64.0,1.7142857142857142,0,7,3.857142857142857,0.2448979591836734,0,1,4.857142857142857,3.510204081632652,0,13,0.3673469387755101,0.3206997084548105,0.0,1.0,0,0.6666666666666666,False,7,127
3.142857142857143,1.3061224489795915,0,4,64.0,1.7142857142857142,0,7,4.0,0.0,0,0,4.857142857142857,3.5102040816326534,0,13,0.3673469387755101,0.3206997084548105,0.0,1.0,0,0.6363636363636364,False,7,128
3.0,1.4285714285714286,0,4,64.0,1.7142857142857142,0,7,3.857142857142857,0.2448979591836734,0,1,4.857142857142857,3.510204081632652,0,13,0.3673469387755101,0.3206997084548105,0.0,1.0,0,0.6666666666666666,False,7,129
3.142857142857143,1.3061224489795915,0,4,64.0,1.7142857142857142,0,7,4.0,0.0,0,0,4.857142857142857,3.5102040816326534,0,13,0.3673469387755101,0.3206997084548105,0.0,1.0,0,0.6363636363636364,False,7,130
2.7142857142857144,1.3877551020408163,0,4,65.0,0.0,0,0,3.571428571428572,0.4897959183673469,0,1,5.333333333333333,3.80952380952381,0,12,0.3469387755102041,0.3323615160349854,0.0,1.0,0,0.6842105263157895,False,7,131
2.7142857142857144,1.3877551020408163,0,4,65.0,0.0,0,0,3.571428571428572,0.4897959183673469,0,1,5.333333333333333,3.80952380952381,0,12,0.3469387755102041,0.3323615160349854,0.0,1.0,0,0.6842105263157895,False,7,132
